Accepted name (dwc:acceptedNameUsage),Conservation code (dwc:threatStatus),Kingdom (dwc:kingdom),Phylum (dwc:phylum),Class (dwc:class),Order (dwc:order),Family (dwc:family),Native/introduced/feral (dwc:establishmentMeans),Search Area,Search Parameters
"Haifameira pori Karanovic, 2004",,Animalia,,,,,,"User defined circle: [[120.19283, -26.62281]] 20.0 km.",kingdoms: ['Animalia']
"Haliastur sphenurus (Vieillot, 1818)",,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,native,"User defined circle: [[120.19283, -26.62281]] 20.0 km.",kingdoms: ['Animalia']
"Halicyclops Norman, 1903",,Animalia,Arthropoda,Maxillopoda,Cyclopoida,Cyclopidae,,"User defined circle: [[120.19283, -26.62281]] 20.0 km.",kingdoms: ['Animalia']
"Halicyclops eberhardi De Laurentiis, Pesce & Humphreys, 2001",,Animalia,Arthropoda,Maxillopoda,Cyclopoida,Cyclopidae,,"User defined circle: [[120.19283, -26.62281]] 20.0 km.",kingdoms: ['Animalia']
"Halicyclops kieferi Karanovic, 2004",,Animalia,Arthropoda,Maxillopoda,Cyclopoida,Cyclopidae,,"User defined circle: [[120.19283, -26.62281]] 20.0 km.",kingdoms: ['Animalia']
"Haloniscus Chilton, 1920",,Animalia,Arthropoda,Malacostraca,Isopoda,Philosciidae,,"User defined circle: [[120.19283, -26.62281]] 20.0 km.",kingdoms: ['Animalia']
"Hamirostra melanosternon (Gould, 1841)",,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,native,"User defined circle: [[120.19283, -26.62281]] 20.0 km.",kingdoms: ['Animalia']
"Hanoniscus Budde-Lund, 1912",,Animalia,Arthropoda,Malacostraca,Isopoda,Oniscidae,,"User defined circle: [[120.19283, -26.62281]] 20.0 km.",kingdoms: ['Animalia']
"Helea Latreille, 1804",,Animalia,Arthropoda,Insecta,Coleoptera,Tenebrionidae,,"User defined circle: [[120.19283, -26.62281]] 20.0 km.",kingdoms: ['Animalia']
"Helicoverpa punctigera (Wallengren, 1860)",,Animalia,,,,,,"User defined circle: [[120.19283, -26.62281]] 20.0 km.",kingdoms: ['Animalia']
"Hemicordulia tau (Selys, 1871)",,Animalia,Arthropoda,Insecta,Odonata,Corduliidae,,"User defined circle: [[120.19283, -26.62281]] 20.0 km.",kingdoms: ['Animalia']
"Hemilychas alexandrinus (Hirst, 1911)",,Animalia,,,,,,"User defined circle: [[120.19283, -26.62281]] 20.0 km.",kingdoms: ['Animalia']
"Heteronotia binoei (Gray, 1845)",,Animalia,Chordata,Reptilia,Squamata,Gekkonidae,native,"User defined circle: [[120.19283, -26.62281]] 20.0 km.",kingdoms: ['Animalia']
"Hoggicosa castanea (Hogg, 1905)",,Animalia,Arthropoda,Arachnida,Araneae,Lycosidae,,"User defined circle: [[120.19283, -26.62281]] 20.0 km.",kingdoms: ['Animalia']
"Idiosoma Ausserer, 1871",,Animalia,Arthropoda,Arachnida,Araneae,Idiopidae,,"User defined circle: [[120.19283, -26.62281]] 20.0 km.",kingdoms: ['Animalia']
"Indolpium Hoff, 1945",,Animalia,Arthropoda,Arachnida,Pseudoscorpiones,Olpiidae,,"User defined circle: [[120.19283, -26.62281]] 20.0 km.",kingdoms: ['Animalia']
"Iridomyrmex brunneus Forel, 1902",,Animalia,Arthropoda,Insecta,Hymenoptera,"Formicidae Latreille, 1809",,"User defined circle: [[120.19283, -26.62281]] 20.0 km.",kingdoms: ['Animalia']
"Iridomyrmex chasei Forel, 1902",,Animalia,Arthropoda,Insecta,Hymenoptera,"Formicidae Latreille, 1809",,"User defined circle: [[120.19283, -26.62281]] 20.0 km.",kingdoms: ['Animalia']
"Iridomyrmex rufoniger (Lowne, 1865)",,Animalia,Arthropoda,Insecta,Hymenoptera,"Formicidae Latreille, 1809",,"User defined circle: [[120.19283, -26.62281]] 20.0 km.",kingdoms: ['Animalia']
"Isometroides Keyserling, 1885",,Animalia,Arthropoda,Arachnida,Scorpiones,Buthidae,,"User defined circle: [[120.19283, -26.62281]] 20.0 km.",kingdoms: ['Animalia']
"Kinnecaris lakewayi Karanovic & Cooper, 2011",,Animalia,Arthropoda,Maxillopoda,Harpacticoida,Parastenocarididae,,"User defined circle: [[120.19283, -26.62281]] 20.0 km.",kingdoms: ['Animalia']
"Lacustroica whitei North, 1910",,Animalia,Chordata,Aves,Passeriformes,Meliphagidae,native,"User defined circle: [[120.19283, -26.62281]] 20.0 km.",kingdoms: ['Animalia']
"Lalage sueurii (Vieillot, 1818)",,Animalia,Chordata,Aves,Passeriformes,Campephagidae,,"User defined circle: [[120.19283, -26.62281]] 20.0 km.",kingdoms: ['Animalia']
"Leptoconops Skuse, 1889",,Animalia,Arthropoda,Insecta,Diptera,Ceratopogonidae,,"User defined circle: [[120.19283, -26.62281]] 20.0 km.",kingdoms: ['Animalia']
"Lerista bipes (Fischer, 1882)",,Animalia,Chordata,Reptilia,Squamata,Scincidae,native,"User defined circle: [[120.19283, -26.62281]] 20.0 km.",kingdoms: ['Animalia']
"Lerista desertorum (Sternfeld, 1919)",,Animalia,Chordata,Reptilia,Squamata,Scincidae,native,"User defined circle: [[120.19283, -26.62281]] 20.0 km.",kingdoms: ['Animalia']
"Lerista muelleri (Fischer, 1881)",,Animalia,Chordata,Reptilia,Squamata,Scincidae,native,"User defined circle: [[120.19283, -26.62281]] 20.0 km.",kingdoms: ['Animalia']
"Lerista timida (de Vis, 1888)",,Animalia,Chordata,Reptilia,Squamata,Scincidae,native,"User defined circle: [[120.19283, -26.62281]] 20.0 km.",kingdoms: ['Animalia']
"Lialis burtonis Gray, 1835",,Animalia,Chordata,Reptilia,Squamata,Pygopodidae,native,"User defined circle: [[120.19283, -26.62281]] 20.0 km.",kingdoms: ['Animalia']
"Limbodessus Guignot, 1939",,Animalia,Arthropoda,Insecta,Coleoptera,Dytiscidae,,"User defined circle: [[120.19283, -26.62281]] 20.0 km.",kingdoms: ['Animalia']
"Limbodessus hahni (Watts & Humphreys, 2000)",,Animalia,Arthropoda,Insecta,Coleoptera,Dytiscidae,,"User defined circle: [[120.19283, -26.62281]] 20.0 km.",kingdoms: ['Animalia']
"Limbodessus hinkleri (Watts & Humphreys, 2000)",,Animalia,Arthropoda,Insecta,Coleoptera,Dytiscidae,,"User defined circle: [[120.19283, -26.62281]] 20.0 km.",kingdoms: ['Animalia']
"Limbodessus millbilliensis Watts & Humphreys, 2006",,Animalia,Arthropoda,Insecta,Coleoptera,Dytiscidae,,"User defined circle: [[120.19283, -26.62281]] 20.0 km.",kingdoms: ['Animalia']
"Limbodessus morgani (Watts & Humphreys, 2000)",,Animalia,Arthropoda,Insecta,Coleoptera,Dytiscidae,,"User defined circle: [[120.19283, -26.62281]] 20.0 km.",kingdoms: ['Animalia']
"Limbodessus wilunaensis (Watts & Humphreys, 2003)",,Animalia,Arthropoda,Insecta,Coleoptera,Dytiscidae,,"User defined circle: [[120.19283, -26.62281]] 20.0 km.",kingdoms: ['Animalia']
"Liopholis inornata (Rosen, 1905)",,Animalia,Chordata,Reptilia,Squamata,Scincidae,native,"User defined circle: [[120.19283, -26.62281]] 20.0 km.",kingdoms: ['Animalia']
"Litoria rubella Gray, 1842",,Animalia,Chordata,Amphibia,Anura,Pelodryadidae,native,"User defined circle: [[120.19283, -26.62281]] 20.0 km.",kingdoms: ['Animalia']
"Lophoturus madecassus (Marquet & Condé, 1950)",,Animalia,,,,,,"User defined circle: [[120.19283, -26.62281]] 20.0 km.",kingdoms: ['Animalia']
"Lucasium damaeum (Lucas & Frost, 1896)",,Animalia,Chordata,Reptilia,Squamata,Diplodactylidae,native,"User defined circle: [[120.19283, -26.62281]] 20.0 km.",kingdoms: ['Animalia']
"Lucasium squarrosum (Kluge, 1962)",,Animalia,Chordata,Reptilia,Squamata,Diplodactylidae,native,"User defined circle: [[120.19283, -26.62281]] 20.0 km.",kingdoms: ['Animalia']
"Lucasium stenodactylus (Boulenger, 1896)",,Animalia,Chordata,Reptilia,Squamata,Diplodactylidae,native,"User defined circle: [[120.19283, -26.62281]] 20.0 km.",kingdoms: ['Animalia']
"Lychas C.L. Koch, 1845",,Animalia,Arthropoda,Arachnida,Scorpiones,Buthidae,,"User defined circle: [[120.19283, -26.62281]] 20.0 km.",kingdoms: ['Animalia']
"Lychas jonesae Glauert, 1925",,Animalia,Arthropoda,Arachnida,Scorpiones,Buthidae,,"User defined circle: [[120.19283, -26.62281]] 20.0 km.",kingdoms: ['Animalia']
"Lycosa australicola (Strand, 1913)",,Animalia,,,,,,"User defined circle: [[120.19283, -26.62281]] 20.0 km.",kingdoms: ['Animalia']
"Macrotis lagotis (Reid, 1837)",VU,Animalia,Chordata,Mammalia,Peramelemorphia,Thylacomyidae,native,"User defined circle: [[120.19283, -26.62281]] 20.0 km.",kingdoms: ['Animalia']
Macrotristria,,Animalia,Arthropoda,Insecta,Hemiptera,Cicadidae,,"User defined circle: [[120.19283, -26.62281]] 20.0 km.",kingdoms: ['Animalia']
"Malurus lamberti Vigors & Horsfield, 1827",SPLIT,Animalia,Chordata,Aves,Passeriformes,Maluridae,native,"User defined circle: [[120.19283, -26.62281]] 20.0 km.",kingdoms: ['Animalia']
"Malurus leucopterus leuconotus Gould, 1865",,Animalia,Chordata,Aves,Passeriformes,Maluridae,native,"User defined circle: [[120.19283, -26.62281]] 20.0 km.",kingdoms: ['Animalia']
"Malurus leucopterus leucopterus Dumont, 1824",VU,Animalia,Chordata,Aves,Passeriformes,Maluridae,native,"User defined circle: [[120.19283, -26.62281]] 20.0 km.",kingdoms: ['Animalia']
"Malurus splendens (Quoy & Gaimard, 1830)",,Animalia,Chordata,Aves,Passeriformes,Maluridae,native,"User defined circle: [[120.19283, -26.62281]] 20.0 km.",kingdoms: ['Animalia']
"Mandjelia Raven, 1994",,Animalia,Arthropoda,Arachnida,Araneae,Barychelidae,,"User defined circle: [[120.19283, -26.62281]] 20.0 km.",kingdoms: ['Animalia']
"Manorina flavigula (Gould, 1840)",,Animalia,Chordata,Aves,Passeriformes,Meliphagidae,native,"User defined circle: [[120.19283, -26.62281]] 20.0 km.",kingdoms: ['Animalia']
"Meedo houstoni Main, 1987",,Animalia,Arthropoda,Arachnida,Araneae,Trachycosmidae,,"User defined circle: [[120.19283, -26.62281]] 20.0 km.",kingdoms: ['Animalia']
"Melanodryas cucullata (Latham, 1802)",,Animalia,Chordata,Aves,Passeriformes,Petroicidae,native,"User defined circle: [[120.19283, -26.62281]] 20.0 km.",kingdoms: ['Animalia']
"Melopsittacus undulatus (Shaw, 1805)",,Animalia,Chordata,Aves,Psittaciformes,Psittaculidae,native,"User defined circle: [[120.19283, -26.62281]] 20.0 km.",kingdoms: ['Animalia']
"Menetia greyii Gray, 1845",,Animalia,Chordata,Reptilia,Squamata,Scincidae,native,"User defined circle: [[120.19283, -26.62281]] 20.0 km.",kingdoms: ['Animalia']
"Merimna atrata (Gory & Laporte, 1837)",,Animalia,,,,,,"User defined circle: [[120.19283, -26.62281]] 20.0 km.",kingdoms: ['Animalia']
"Merops ornatus Latham, 1802",,Animalia,Chordata,Aves,Coraciiformes,Meropidae,native,"User defined circle: [[120.19283, -26.62281]] 20.0 km.",kingdoms: ['Animalia']
"Metistete pascoei (Macleay, 1872)",,Animalia,Arthropoda,Insecta,Coleoptera,Tenebrionidae,,"User defined circle: [[120.19283, -26.62281]] 20.0 km.",kingdoms: ['Animalia']
"Microeca fascinans (Latham, 1802)",,Animalia,Chordata,Aves,Passeriformes,Petroicidae,native,"User defined circle: [[120.19283, -26.62281]] 20.0 km.",kingdoms: ['Animalia']
"Mictis profana (Fabricius, 1803)",,Animalia,,,,,,"User defined circle: [[120.19283, -26.62281]] 20.0 km.",kingdoms: ['Animalia']
"Milvus migrans (Boddaert, 1783)",,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,native,"User defined circle: [[120.19283, -26.62281]] 20.0 km.",kingdoms: ['Animalia']
"Missulena insignis (O. Pickard-Cambridge, 1877)",,Animalia,Arthropoda,Arachnida,Araneae,Actinopodidae,uncertain,"User defined circle: [[120.19283, -26.62281]] 20.0 km.",kingdoms: ['Animalia']
"Missulena occatoria Walckenaer, 1805",,Animalia,Arthropoda,Arachnida,Araneae,Actinopodidae,,"User defined circle: [[120.19283, -26.62281]] 20.0 km.",kingdoms: ['Animalia']
"Moloch horridus Gray, 1841",,Animalia,Chordata,Reptilia,Squamata,Agamidae,native,"User defined circle: [[120.19283, -26.62281]] 20.0 km.",kingdoms: ['Animalia']
"Morethia butleri (Storr, 1963)",,Animalia,Chordata,Reptilia,Squamata,Scincidae,native,"User defined circle: [[120.19283, -26.62281]] 20.0 km.",kingdoms: ['Animalia']
Mormopterus,,Animalia,Chordata,Mammalia,Chiroptera,Molossidae,,"User defined circle: [[120.19283, -26.62281]] 20.0 km.",kingdoms: ['Animalia']
"Mus musculus Linnaeus, 1758",,Animalia,Chordata,Mammalia,Rodentia,Muridae,alien,"User defined circle: [[120.19283, -26.62281]] 20.0 km.",kingdoms: ['Animalia']
"Naididae Ehrenberg, 1828",,Animalia,Annelida,Oligochaeta,Tubificida,Naididae,,"User defined circle: [[120.19283, -26.62281]] 20.0 km.",kingdoms: ['Animalia']
Neagenor,,Animalia,Arthropoda,Insecta,Hemiptera,Pentatomidae,,"User defined circle: [[120.19283, -26.62281]] 20.0 km.",kingdoms: ['Animalia']
"Necterosoma undecimlineatum (Babington, 1841)",,Animalia,Arthropoda,Insecta,Coleoptera,Dytiscidae,,"User defined circle: [[120.19283, -26.62281]] 20.0 km.",kingdoms: ['Animalia']
"Neobatrachus kunapalari Mahony & Roberts, 1986",,Animalia,Chordata,Amphibia,Anura,Limnodynastidae,native,"User defined circle: [[120.19283, -26.62281]] 20.0 km.",kingdoms: ['Animalia']
"Neobatrachus sudellae (Lamb, 1911)",,Animalia,Chordata,Amphibia,Anura,Limnodynastidae,native,"User defined circle: [[120.19283, -26.62281]] 20.0 km.",kingdoms: ['Animalia']
"Neobatrachus wilsmorei (Parker, 1940)",,Animalia,Chordata,Amphibia,Anura,Limnodynastidae,native,"User defined circle: [[120.19283, -26.62281]] 20.0 km.",kingdoms: ['Animalia']
"Neopsephotus bourkii (Gould, 1841)",,Animalia,Chordata,Aves,Psittaciformes,Psittaculidae,,"User defined circle: [[120.19283, -26.62281]] 20.0 km.",kingdoms: ['Animalia']
"Nephrurus laevissimus Mertens, 1958",,Animalia,Chordata,Reptilia,Squamata,Carphodactylidae,native,"User defined circle: [[120.19283, -26.62281]] 20.0 km.",kingdoms: ['Animalia']
"Nephrurus vertebralis Storr, 1963",,Animalia,Chordata,Reptilia,Squamata,Carphodactylidae,native,"User defined circle: [[120.19283, -26.62281]] 20.0 km.",kingdoms: ['Animalia']
"Nephrurus wheeleri Loveridge, 1932",,Animalia,Chordata,Reptilia,Squamata,Carphodactylidae,native,"User defined circle: [[120.19283, -26.62281]] 20.0 km.",kingdoms: ['Animalia']
"Ningaui ridei Archer, 1975",,Animalia,Chordata,Mammalia,Dasyuromorphia,Dasyuridae,native,"User defined circle: [[120.19283, -26.62281]] 20.0 km.",kingdoms: ['Animalia']
"Nitokra Boeck, 1865",,Animalia,Arthropoda,Maxillopoda,Harpacticoida,Ameiridae,,"User defined circle: [[120.19283, -26.62281]] 20.0 km.",kingdoms: ['Animalia']
"Nitokra lacustris (Schmankevitsch, 1875)",,Animalia,Arthropoda,Maxillopoda,Harpacticoida,Ameiridae,,"User defined circle: [[120.19283, -26.62281]] 20.0 km.",kingdoms: ['Animalia']
"Nyctophilus geoffroyi Leach, 1821",,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,native,"User defined circle: [[120.19283, -26.62281]] 20.0 km.",kingdoms: ['Animalia']
"Nymphicus hollandicus (Kerr, 1792)",,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,native,"User defined circle: [[120.19283, -26.62281]] 20.0 km.",kingdoms: ['Animalia']
"Ocyphaps lophotes (Temminck, 1822)",,Animalia,Chordata,Aves,Columbiformes,Columbidae,native,"User defined circle: [[120.19283, -26.62281]] 20.0 km.",kingdoms: ['Animalia']
"Oechalia schellenbergii (Guérin, 1831)",,Animalia,Arthropoda,Insecta,Hemiptera,Pentatomidae,,"User defined circle: [[120.19283, -26.62281]] 20.0 km.",kingdoms: ['Animalia']
"Ogyris amaryllis meridionalis Bethune-Baker, 1905",,Animalia,Arthropoda,Insecta,Lepidoptera,Lycaenidae,,"User defined circle: [[120.19283, -26.62281]] 20.0 km.",kingdoms: ['Animalia']
"Oligochaeta Grube, 1850",,Animalia,Annelida,Oligochaeta,,,,"User defined circle: [[120.19283, -26.62281]] 20.0 km.",kingdoms: ['Animalia']
"Olpiidae Banks, 1895",,Animalia,Arthropoda,Arachnida,Pseudoscorpiones,Olpiidae,,"User defined circle: [[120.19283, -26.62281]] 20.0 km.",kingdoms: ['Animalia']
"Oonopidae Simon, 1890",,Animalia,Arthropoda,Arachnida,Araneae,Oonopidae,,"User defined circle: [[120.19283, -26.62281]] 20.0 km.",kingdoms: ['Animalia']
"Oratemnus Beier, 1932",,Animalia,Arthropoda,Arachnida,Pseudoscorpiones,Atemnidae,,"User defined circle: [[120.19283, -26.62281]] 20.0 km.",kingdoms: ['Animalia']
"Oratemnus distinctus (Beier, 1948)",,Animalia,,,,,,"User defined circle: [[120.19283, -26.62281]] 20.0 km.",kingdoms: ['Animalia']
"Oreoica gutturalis (Vigors & Horsfield, 1827)",,Animalia,Chordata,Aves,Passeriformes,Oreoicidae,native,"User defined circle: [[120.19283, -26.62281]] 20.0 km.",kingdoms: ['Animalia']
"Osphranter robustus (Gould, 1841)",,Animalia,Chordata,Mammalia,Diprotodontia,Macropodidae,native,"User defined circle: [[120.19283, -26.62281]] 20.0 km.",kingdoms: ['Animalia']
"Osphranter rufus (Desmarest, 1822)",,Animalia,Chordata,Mammalia,Diprotodontia,Macropodidae,native,"User defined circle: [[120.19283, -26.62281]] 20.0 km.",kingdoms: ['Animalia']
"Ozimops lumsdenae Reardon, McKenzie & Adams, None",,Animalia,Chordata,Mammalia,Chiroptera,Molossidae,native,"User defined circle: [[120.19283, -26.62281]] 20.0 km.",kingdoms: ['Animalia']
"Pachycephala rufiventris (Latham, 1802)",,Animalia,Chordata,Aves,Passeriformes,Pachycephalidae,native,"User defined circle: [[120.19283, -26.62281]] 20.0 km.",kingdoms: ['Animalia']
"Papilio (Princeps) demoleus sthenelus Macleay, 1826",,Animalia,Arthropoda,Insecta,Lepidoptera,Papilionidae,,"User defined circle: [[120.19283, -26.62281]] 20.0 km.",kingdoms: ['Animalia']
Parabathynellidae,,Animalia,Arthropoda,Malacostraca,Bathynellacea,Parabathynellidae,,"User defined circle: [[120.19283, -26.62281]] 20.0 km.",kingdoms: ['Animalia']
"Paramelitidae Bousfield, 1977",,Animalia,Arthropoda,Malacostraca,Amphipoda,Paramelitidae,,"User defined circle: [[120.19283, -26.62281]] 20.0 km.",kingdoms: ['Animalia']
"Paraplatyarthrus Javidkar & King, 2015",,Animalia,,,,Paraplatyarthridae,,"User defined circle: [[120.19283, -26.62281]] 20.0 km.",kingdoms: ['Animalia']
"Parapseudoleptomesochra Lang, 1965",,Animalia,,,,,,"User defined circle: [[120.19283, -26.62281]] 20.0 km.",kingdoms: ['Animalia']
"Parapseudoleptomesochra rouchi Karanovic, 2004",,Animalia,,,,,,"User defined circle: [[120.19283, -26.62281]] 20.0 km.",kingdoms: ['Animalia']
"Parasuta monachus (Storr, 1964)",,Animalia,Chordata,Reptilia,Squamata,Elapidae,native,"User defined circle: [[120.19283, -26.62281]] 20.0 km.",kingdoms: ['Animalia']
"Pardalotus striatus (Gmelin, 1789)",,Animalia,Chordata,Aves,Passeriformes,Pardalotidae,native,"User defined circle: [[120.19283, -26.62281]] 20.0 km.",kingdoms: ['Animalia']
"Pardalotus striatus murchisoni Mathews, 1912",,Animalia,Chordata,Aves,Passeriformes,Pardalotidae,native,"User defined circle: [[120.19283, -26.62281]] 20.0 km.",kingdoms: ['Animalia']
"Pescecyclops laurentiisae (Karanovic, 2004)",,Animalia,Arthropoda,Maxillopoda,Cyclopoida,Cyclopidae,,"User defined circle: [[120.19283, -26.62281]] 20.0 km.",kingdoms: ['Animalia']
"Petrochelidon nigricans (Vieillot, 1817)",,Animalia,Chordata,Aves,Passeriformes,Hirundinidae,native,"User defined circle: [[120.19283, -26.62281]] 20.0 km.",kingdoms: ['Animalia']
"Petroica goodenovii (Vigors & Horsfield, 1827)",,Animalia,Chordata,Aves,Passeriformes,Petroicidae,native,"User defined circle: [[120.19283, -26.62281]] 20.0 km.",kingdoms: ['Animalia']
"Phaconeura Kirkaldy, 1906",,Animalia,,,,,,"User defined circle: [[120.19283, -26.62281]] 20.0 km.",kingdoms: ['Animalia']
"Phaps chalcoptera (Latham, 1790)",,Animalia,Chordata,Aves,Columbiformes,Columbidae,native,"User defined circle: [[120.19283, -26.62281]] 20.0 km.",kingdoms: ['Animalia']
"Pholcidae C.L. Koch, 1851",,Animalia,Arthropoda,Arachnida,Araneae,Pholcidae,,"User defined circle: [[120.19283, -26.62281]] 20.0 km.",kingdoms: ['Animalia']
"Pholcitrichocyclus Ceccolini & Cianferoni, 2022",,Animalia,Arthropoda,Arachnida,Araneae,Pholcidae,,"User defined circle: [[120.19283, -26.62281]] 20.0 km.",kingdoms: ['Animalia']
"Phorticosomus Schaum, 1863",,Animalia,Arthropoda,Insecta,Coleoptera,"Carabidae Latreille, 1802",,"User defined circle: [[120.19283, -26.62281]] 20.0 km.",kingdoms: ['Animalia']
"Phreodrilidae Beddard, 1891",,Animalia,Annelida,Oligochaeta,Tubificida,Phreodrilidae,,"User defined circle: [[120.19283, -26.62281]] 20.0 km.",kingdoms: ['Animalia']
"Phryganoporus Simon, 1908",,Animalia,Arthropoda,Arachnida,Araneae,Desidae,,"User defined circle: [[120.19283, -26.62281]] 20.0 km.",kingdoms: ['Animalia']
"Platyarthridae Verhoeff, 1949",,Animalia,Arthropoda,Malacostraca,Isopoda,Platyarthridae,,"User defined circle: [[120.19283, -26.62281]] 20.0 km.",kingdoms: ['Animalia']
"Podargus strigoides (Latham, 1802)",,Animalia,Chordata,Aves,Caprimulgiformes,Podargidae,native,"User defined circle: [[120.19283, -26.62281]] 20.0 km.",kingdoms: ['Animalia']
"Poecilometis fuscescens (Stål, 1876)",,Animalia,,,,,,"User defined circle: [[120.19283, -26.62281]] 20.0 km.",kingdoms: ['Animalia']
"Poecilometis nigriventris (Dallas, 1851)",,Animalia,,,,,,"User defined circle: [[120.19283, -26.62281]] 20.0 km.",kingdoms: ['Animalia']
"Poecilometis nigriventris nigriventris (Dallas, 1851)",,Animalia,,,,,,"User defined circle: [[120.19283, -26.62281]] 20.0 km.",kingdoms: ['Animalia']
"Pogona minor (Sternfeld, 1919)",,Animalia,Chordata,Reptilia,Squamata,Agamidae,native,"User defined circle: [[120.19283, -26.62281]] 20.0 km.",kingdoms: ['Animalia']
"Pogona minor minor (Sternfeld, 1919)",,Animalia,Chordata,Reptilia,Squamata,Agamidae,native,"User defined circle: [[120.19283, -26.62281]] 20.0 km.",kingdoms: ['Animalia']
"Poliocephalus poliocephalus (Jardine & Selby, 1827)",,Animalia,Chordata,Aves,Podicipediformes,Podicipedidae,native,"User defined circle: [[120.19283, -26.62281]] 20.0 km.",kingdoms: ['Animalia']
"Pomatostomus superciliosus (Vigors & Horsfield, 1827)",,Animalia,Chordata,Aves,Passeriformes,Pomatostomidae,native,"User defined circle: [[120.19283, -26.62281]] 20.0 km.",kingdoms: ['Animalia']
"Pomatostomus temporalis (Vigors & Horsfield, 1827)",,Animalia,Chordata,Aves,Passeriformes,Pomatostomidae,native,"User defined circle: [[120.19283, -26.62281]] 20.0 km.",kingdoms: ['Animalia']
"Psephotellus varius (Clark & AH, 1910)",,Animalia,Chordata,Aves,Psittaciformes,Psittaculidae,,"User defined circle: [[120.19283, -26.62281]] 20.0 km.",kingdoms: ['Animalia']
"Pseudechis australis (Gray, 1842)",,Animalia,Chordata,Reptilia,Squamata,Elapidae,native,"User defined circle: [[120.19283, -26.62281]] 20.0 km.",kingdoms: ['Animalia']
"Pseudomys hermannsburgensis (Waite, 1896)",,Animalia,Chordata,Mammalia,Rodentia,Muridae,native,"User defined circle: [[120.19283, -26.62281]] 20.0 km.",kingdoms: ['Animalia']
"Pseudonaja modesta (Günther, 1872)",,Animalia,Chordata,Reptilia,Squamata,Elapidae,native,"User defined circle: [[120.19283, -26.62281]] 20.0 km.",kingdoms: ['Animalia']
"Pseudonaja nuchalis Günther, 1858",,Animalia,Chordata,Reptilia,Squamata,Elapidae,native,"User defined circle: [[120.19283, -26.62281]] 20.0 km.",kingdoms: ['Animalia']
Pseudoscorpiones,,Animalia,Arthropoda,Arachnida,Pseudoscorpiones,,,"User defined circle: [[120.19283, -26.62281]] 20.0 km.",kingdoms: ['Animalia']
"Ptilotula penicillata (Gould, 1837)",,Animalia,Chordata,Aves,Passeriformes,Meliphagidae,native,"User defined circle: [[120.19283, -26.62281]] 20.0 km.",kingdoms: ['Animalia']
"Purnella albifrons Gould, 1841",,Animalia,Chordata,Aves,Passeriformes,Meliphagidae,native,"User defined circle: [[120.19283, -26.62281]] 20.0 km.",kingdoms: ['Animalia']
"Pygopus nigriceps (Fischer, 1882)",,Animalia,Chordata,Reptilia,Squamata,Pygopodidae,native,"User defined circle: [[120.19283, -26.62281]] 20.0 km.",kingdoms: ['Animalia']
"Pyrrholaemus brunneus Gould, 1841",,Animalia,Chordata,Aves,Passeriformes,Acanthizidae,native,"User defined circle: [[120.19283, -26.62281]] 20.0 km.",kingdoms: ['Animalia']
Ramphotyphlops,,Animalia,Chordata,Reptilia,Squamata,Typhlopidae,,"User defined circle: [[120.19283, -26.62281]] 20.0 km.",kingdoms: ['Animalia']
"Recurvirostra novaehollandiae Vieillot, 1816",,Animalia,Chordata,Aves,Charadriiformes,Recurvirostridae,native,"User defined circle: [[120.19283, -26.62281]] 20.0 km.",kingdoms: ['Animalia']
"Rhipidura leucophrys (Latham, 1802)",,Animalia,Chordata,Aves,Passeriformes,Rhipiduridae,native,"User defined circle: [[120.19283, -26.62281]] 20.0 km.",kingdoms: ['Animalia']
"Rhynchoedura ornata Günther, 1867",,Animalia,Chordata,Reptilia,Squamata,Diplodactylidae,native,"User defined circle: [[120.19283, -26.62281]] 20.0 km.",kingdoms: ['Animalia']
Ripiphoridae,,Animalia,Arthropoda,Insecta,Coleoptera,Ripiphoridae,,"User defined circle: [[120.19283, -26.62281]] 20.0 km.",kingdoms: ['Animalia']
"Schizopera G. O. Sars, 1905",,Animalia,Arthropoda,Maxillopoda,,Miraciidae,,"User defined circle: [[120.19283, -26.62281]] 20.0 km.",kingdoms: ['Animalia']
"Schizopera austindownsi Karanovic, 2004",,Animalia,Arthropoda,Maxillopoda,,Miraciidae,,"User defined circle: [[120.19283, -26.62281]] 20.0 km.",kingdoms: ['Animalia']
"Schizopera uramurdahi Karanovic, 2004",,Animalia,Arthropoda,Maxillopoda,,Miraciidae,,"User defined circle: [[120.19283, -26.62281]] 20.0 km.",kingdoms: ['Animalia']
"Scolopendra laeta Haase, 1887",,Animalia,Arthropoda,Chilopoda,Scolopendromorpha,Scolopendridae,,"User defined circle: [[120.19283, -26.62281]] 20.0 km.",kingdoms: ['Animalia']
"Scolopendra morsitans Linnaeus, 1758",,Animalia,Arthropoda,Chilopoda,Scolopendromorpha,Scolopendridae,,"User defined circle: [[120.19283, -26.62281]] 20.0 km.",kingdoms: ['Animalia']
Scotorepens,,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,,"User defined circle: [[120.19283, -26.62281]] 20.0 km.",kingdoms: ['Animalia']
