Accepted name (dwc:acceptedNameUsage),Conservation code (dwc:threatStatus),Kingdom (dwc:kingdom),Phylum (dwc:phylum),Class (dwc:class),Order (dwc:order),Family (dwc:family),Native/introduced/feral (dwc:establishmentMeans),Search Area,Search Parameters
"Synsphyronus lathrius Harvey, 1987",,Animalia,Arthropoda,Arachnida,Pseudoscorpiones,Garypidae,native,"User defined circle: [[121.46333, -31.07445]] 20.0 km.",kingdoms: ['Animalia']
"Tachybaptus novaehollandiae (Stephens, 1826)",,Animalia,Chordata,Aves,Podicipediformes,Podicipedidae,native,"User defined circle: [[121.46333, -31.07445]] 20.0 km.",kingdoms: ['Animalia']
"Tadorna tadornoides (Jardine & Selby, 1828)",,Animalia,Chordata,Aves,Anseriformes,Anatidae,native,"User defined circle: [[121.46333, -31.07445]] 20.0 km.",kingdoms: ['Animalia']
"Teyl Main, 1975",,Animalia,Arthropoda,Arachnida,Araneae,Anamidae,,"User defined circle: [[121.46333, -31.07445]] 20.0 km.",kingdoms: ['Animalia']
"Teyl luculentus Main, 1975",,Animalia,Arthropoda,Arachnida,Araneae,Anamidae,,"User defined circle: [[121.46333, -31.07445]] 20.0 km.",kingdoms: ['Animalia']
"Tumulitermes comatus (Hill, 1942)",,Animalia,,,,,,"User defined circle: [[121.46333, -31.07445]] 20.0 km.",kingdoms: ['Animalia']
"Turnix velox (Gould, 1841)",,Animalia,Chordata,Aves,Charadriiformes,Turnicidae,native,"User defined circle: [[121.46333, -31.07445]] 20.0 km.",kingdoms: ['Animalia']
"Tympanocryptis pseudopsephos Doughty, Kealley, Shoo & Melville, 2015",,Animalia,Chordata,Reptilia,Squamata,Agamidae,native,"User defined circle: [[121.46333, -31.07445]] 20.0 km.",kingdoms: ['Animalia']
"Underwoodisaurus milii Bory de Saint-Vincent, 1825",,Animalia,Chordata,Reptilia,Squamata,Gekkonidae,native,"User defined circle: [[121.46333, -31.07445]] 20.0 km.",kingdoms: ['Animalia']
"Varanus gouldii (Gray, 1838)",,Animalia,Chordata,Reptilia,Squamata,Varanidae,native,"User defined circle: [[121.46333, -31.07445]] 20.0 km.",kingdoms: ['Animalia']
"Varanus tristis (Schlegel, 1839)",,Animalia,Chordata,Reptilia,Squamata,Varanidae,native,"User defined circle: [[121.46333, -31.07445]] 20.0 km.",kingdoms: ['Animalia']
"Venator Hogg, 1833",,Animalia,Arthropoda,Arachnida,Araneae,Lycosidae,,"User defined circle: [[121.46333, -31.07445]] 20.0 km.",kingdoms: ['Animalia']
"Zosterops lateralis (Latham, 1802)",,Animalia,Chordata,Aves,Passeriformes,Zosteropidae,native,"User defined circle: [[121.46333, -31.07445]] 20.0 km.",kingdoms: ['Animalia']
